order_item_id,order_id,product_id,quantity,price
186,591,172,2,101.25
187,276,3,1,339.97
188,1328,5,2,51.38
189,1478,125,4,472.8
190,1997,35,1,374.77
191,282,165,4,331.13
192,1762,117,5,109.26
193,1906,109,5,466.96
194,369,117,5,109.26
195,869,142,4,178.82
196,788,91,2,99.0
197,381,109,5,466.96
198,16,148,4,305.07
199,1735,188,2,222.74
200,1459,129,3,449.97
201,842,140,5,16.71
202,752,9,1,142.7
203,1164,124,3,282.65
204,232,149,4,195.67
205,1970,177,1,234.95
206,291,187,5,244.88
207,1760,193,3,206.76
208,953,133,1,488.22
209,1072,157,1,68.01
210,503,121,1,6.76
211,1401,163,5,223.87
212,1635,149,3,195.67
213,1256,14,3,135.94
214,1096,200,1,400.93
215,961,117,5,109.26
216,1856,121,5,6.76
217,1503,85,4,87.32
218,723,76,3,338.32
219,344,10,5,350.58
220,1535,78,5,401.29
221,534,16,4,278.26
222,1185,44,5,385.46
223,106,169,3,77.94
224,1657,189,5,121.07
225,56,74,4,52.98
226,169,33,5,75.72
227,158,72,3,238.97
228,272,158,3,340.27
229,564,66,1,118.91
230,1519,29,5,203.58
231,358,152,2,185.29
232,1350,115,3,135.91
233,1655,45,3,150.28
234,1603,180,2,494.01
235,994,47,5,486.08
236,1766,9,3,142.7
237,173,38,5,431.25
238,1913,40,4,36.45
239,1542,106,4,9.61
240,488,170,4,492.05
241,1487,164,2,239.23
242,432,148,3,305.07
243,112,165,3,331.13
244,1548,30,1,457.0
245,344,119,4,246.82
246,976,78,4,401.29
247,1529,193,5,206.76
248,479,98,4,64.34
249,972,68,2,118.33
250,1087,112,1,307.78
251,592,115,4,135.91
252,1390,81,5,234.0
253,1399,11,1,81.96
254,1880,137,3,194.36
255,1959,111,5,417.7
256,1881,167,3,51.23
257,687,70,3,336.14
258,1644,26,3,192.83
259,1341,150,4,131.09
260,945,198,2,152.81
261,1504,173,5,249.72
262,1578,50,5,103.46
263,692,174,2,329.75
264,642,141,1,167.49
265,1378,3,1,339.97
266,25,106,1,9.61
267,1076,27,4,113.71
268,720,57,3,489.1
269,516,50,1,103.46
270,49,159,1,286.71
271,117,153,2,313.46
272,1947,154,1,361.28
273,1451,31,1,110.25
274,1754,155,2,158.1
275,770,169,5,77.94
276,1645,48,1,256.3
277,1425,48,3,256.3
278,604,120,1,318.97
279,1309,117,3,109.26
280,1576,110,3,187.92
281,528,42,1,485.68
282,568,199,1,271.42
283,784,100,3,45.58
284,124,67,3,40.14
285,365,113,1,8.87
286,1008,52,5,459.65
287,805,46,4,6.61
288,223,37,5,257.22
289,1575,111,2,417.7
290,1258,165,1,331.13
291,1870,114,3,466.22
292,212,9,1,142.7
293,145,147,3,365.63
294,1592,115,1,135.91
295,1837,128,2,25.71
296,1338,164,1,239.23
297,1911,10,4,350.58
298,546,39,3,397.08
299,1853,101,5,284.79
300,8,132,4,375.99
301,980,112,4,307.78
302,1729,187,1,244.88
303,1107,58,1,68.55
304,788,177,4,234.95
305,249,146,5,58.66
306,1915,92,3,291.69
307,1397,78,4,401.29
308,114,162,1,329.08
309,749,137,3,194.36
310,165,118,3,345.31
311,1327,52,2,459.65
312,1136,11,4,81.96
313,1354,49,3,421.63
314,1426,100,1,45.58
315,1292,177,3,234.95
316,997,22,4,85.51
317,1506,49,2,421.63
318,74,50,1,103.46
319,1475,152,2,185.29
320,1002,100,1,45.58
321,1624,139,3,156.07
322,1024,137,4,194.36
323,1980,5,1,51.38
324,695,15,3,270.43
325,1614,185,1,227.78
326,831,31,2,110.25
327,1653,168,5,338.03
328,939,174,5,329.75
329,306,190,5,447.05
330,478,19,1,332.33
331,1507,37,4,257.22
332,1340,5,4,51.38
333,1858,159,1,286.71
334,498,180,2,494.01
335,30,45,1,150.28
336,1853,79,1,99.84
337,935,157,2,68.01
338,1711,152,1,185.29
339,1675,28,1,118.38
340,1019,153,5,313.46
341,452,17,2,443.3
342,873,87,4,86.5
343,665,31,5,110.25
344,1118,36,3,202.7
345,1714,55,1,33.67
346,1215,45,3,150.28
347,130,31,3,110.25
348,290,194,4,210.81
349,345,179,3,71.0
350,1134,43,4,342.45
351,499,149,1,195.67
352,274,26,5,192.83
353,771,200,2,400.93
354,33,125,1,472.8
355,14,2,2,115.49
356,1897,23,5,336.74
357,1817,73,4,404.71
358,1421,198,4,152.81
359,1418,33,2,75.72
360,294,164,3,239.23
361,1072,116,4,81.95
362,490,45,5,150.28
363,1417,10,5,350.58
364,369,184,4,449.12
365,1254,23,3,336.74
366,713,108,1,110.51
367,1143,61,2,378.86
368,241,136,1,137.07
369,1268,93,5,375.25
370,1040,57,4,489.1
371,1578,161,2,109.04
372,567,14,2,135.94
373,231,39,4,397.08
374,1019,46,2,6.61
375,1373,12,1,55.59
376,1321,94,3,294.17
377,430,112,3,307.78
378,685,158,4,340.27
379,89,27,1,113.71
380,1895,138,2,115.1
381,324,8,4,212.66
382,1055,30,1,457.0
383,1834,61,4,378.86
384,1214,149,3,195.67
385,859,51,3,271.99
386,472,200,1,400.93
387,668,59,1,86.74
388,486,189,4,121.07
389,1782,52,4,459.65
390,1826,57,1,489.1
391,965,150,4,131.09
392,112,112,2,307.78
393,443,157,4,68.01
394,365,100,3,45.58
395,280,118,2,345.31
396,1295,92,3,291.69
397,415,86,2,110.8
398,66,178,5,459.15
399,123,72,2,238.97
400,228,120,4,318.97
401,857,44,3,385.46
402,451,76,5,338.32
403,322,164,5,239.23
404,1855,44,5,385.46
405,1987,142,2,178.82
406,178,106,5,9.61
407,1002,56,5,47.4
408,970,119,3,246.82
409,30,187,4,244.88
410,1508,64,2,64.9
411,671,112,5,307.78
412,456,152,2,185.29
413,1872,147,1,365.63
414,856,12,1,55.59
415,964,188,5,222.74
416,69,109,5,466.96
417,808,123,1,371.91
418,927,127,2,278.5
419,171,143,1,341.36
420,1420,188,4,222.74
421,1946,56,2,47.4
422,735,76,2,338.32
423,1327,24,1,306.52
424,983,172,3,101.25
425,332,181,4,475.27
426,1758,147,5,365.63
427,50,117,4,109.26
428,1581,36,4,202.7
429,379,95,4,82.93
430,1442,163,1,223.87
431,1763,161,1,109.04
432,789,177,3,234.95
433,1088,9,3,142.7
434,873,193,3,206.76
435,1430,157,5,68.01
436,1179,54,1,439.97
437,1271,86,1,110.8
438,1055,173,3,249.72
439,1819,14,1,135.94
440,785,94,4,294.17
441,1268,11,3,81.96
442,751,45,5,150.28
443,1444,18,5,100.18
444,1453,199,2,271.42
445,284,86,2,110.8
446,1106,30,4,457.0
447,1511,193,5,206.76
448,1785,180,2,494.01
449,1543,191,2,79.66
450,657,91,3,99.0
451,1032,175,4,390.32
452,568,14,1,135.94
453,764,89,4,146.2
454,996,129,5,449.97
455,1699,32,4,442.92
456,1454,137,5,194.36
457,1843,75,4,214.67
458,1272,95,1,82.93
459,386,118,1,345.31
460,165,101,2,284.79
461,591,20,1,492.68
462,338,71,1,70.49
463,1428,38,4,431.25
464,309,53,5,246.86
465,1950,161,1,109.04
466,601,107,5,498.07
467,1909,34,4,373.77
468,711,108,4,110.51
469,1511,166,1,333.61
470,598,49,1,421.63
471,46,60,5,214.45
472,1321,86,4,110.8
473,1186,88,3,136.28
474,996,152,5,185.29
475,1725,141,4,167.49
476,938,78,5,401.29
477,271,79,2,99.84
478,1617,67,2,40.14
479,992,96,3,426.41
480,1577,13,2,182.69
481,724,73,4,404.71
482,1959,43,5,342.45
483,1893,42,5,485.68
484,585,47,2,486.08
485,1719,182,2,408.43
486,331,61,1,378.86
487,85,82,5,404.97
488,260,113,3,8.87
489,758,48,2,256.3
490,1152,182,1,408.43
491,1364,82,3,404.97
492,303,96,4,426.41
493,1106,42,5,485.68
494,618,32,1,442.92
495,829,128,2,25.71
496,1942,118,3,345.31
497,320,2,5,115.49
498,1999,130,3,335.13
499,1326,181,3,475.27
500,971,75,5,214.67
501,1366,38,5,431.25
502,1493,114,3,466.22
503,1412,29,4,203.58
504,1844,11,2,81.96
505,1389,142,1,178.82
506,631,7,4,359.43
507,1265,57,4,489.1
508,732,24,3,306.52
509,113,156,2,204.19
510,1195,135,2,392.28
511,1601,197,3,193.29
512,401,6,1,303.0
513,1103,115,1,135.91
514,1999,132,4,375.99
515,399,126,3,275.07
516,1236,155,5,158.1
517,1933,15,3,270.43
518,815,38,4,431.25
519,758,99,3,291.56
520,25,73,3,404.71
521,720,79,4,99.84
522,1791,144,1,469.92
523,442,187,4,244.88
524,1519,107,4,498.07
525,592,42,4,485.68
526,1493,107,2,498.07
527,1712,151,5,5.84
528,177,37,2,257.22
529,622,122,5,320.37
530,687,17,5,443.3
531,1549,97,1,38.64
532,14,105,3,161.51
533,849,45,5,150.28
534,947,182,5,408.43
535,1547,36,2,202.7
536,381,98,3,64.34
537,1135,126,1,275.07
538,1686,78,5,401.29
539,623,127,5,278.5
540,1516,119,2,246.82
541,55,1,2,17.38
542,538,77,4,35.0
543,255,168,3,338.03
544,855,46,4,6.61
545,1858,177,2,234.95
546,59,31,3,110.25
547,1010,18,5,100.18
548,1527,93,5,375.25
549,985,145,4,93.39
550,1779,67,4,40.14
551,1996,178,1,459.15
552,765,132,5,375.99
553,36,67,2,40.14
554,1192,15,2,270.43
555,655,119,2,246.82
556,732,42,1,485.68
557,559,93,4,375.25
558,1304,92,1,291.69
559,594,75,5,214.67
560,1309,20,5,492.68
561,397,197,2,193.29
562,1567,25,5,365.92
563,1542,43,5,342.45
564,661,81,3,234.0
565,556,176,3,403.03
566,197,137,5,194.36
567,721,37,1,257.22
568,281,133,3,488.22
569,764,200,4,400.93
570,844,88,2,136.28
571,210,56,2,47.4
572,1031,57,2,489.1
573,1629,144,5,469.92
574,1413,135,5,392.28
575,1460,142,1,178.82
576,855,118,1,345.31
577,239,34,1,373.77
578,983,90,3,332.63
579,1416,93,2,375.25
580,1674,114,5,466.22
581,1072,196,3,473.3
582,353,182,3,408.43
583,59,191,1,79.66
584,456,33,2,75.72
585,1410,59,3,86.74
586,257,54,2,439.97
587,161,109,1,466.96
588,160,5,4,51.38
589,1552,111,1,417.7
590,403,28,1,118.38
591,1625,169,5,77.94
592,1215,16,4,278.26
593,244,65,1,172.35
594,136,78,1,401.29
595,1546,25,1,365.92
596,1885,155,2,158.1
597,1204,52,2,459.65
598,1374,90,1,332.63
599,186,38,3,431.25
600,1944,149,3,195.67
601,722,42,5,485.68
602,1600,187,5,244.88
603,496,130,5,335.13
604,140,26,5,192.83
605,1564,4,5,297.29
606,445,184,2,449.12
607,1975,73,2,404.71
608,1847,194,5,210.81
609,9,186,1,420.73
610,1893,55,5,33.67
611,1744,182,4,408.43
612,751,179,5,71.0
613,380,113,1,8.87
614,371,91,4,99.0
615,869,55,5,33.67
616,467,105,1,161.51
617,1560,81,1,234.0
618,955,29,5,203.58
619,279,127,3,278.5
620,1444,74,5,52.98
621,1479,11,1,81.96
622,672,127,1,278.5
623,789,73,4,404.71
624,1230,189,3,121.07
625,1408,114,2,466.22
626,1135,105,3,161.51
627,1752,110,2,187.92
628,1755,18,4,100.18
629,1924,174,3,329.75
630,368,4,4,297.29
631,1377,27,4,113.71
632,898,134,1,17.27
633,245,37,4,257.22
634,821,178,5,459.15
635,209,190,2,447.05
636,133,94,2,294.17
637,694,52,5,459.65
638,1729,104,1,337.49
639,477,109,4,466.96
640,571,196,5,473.3
641,1216,70,4,336.14
642,730,122,5,320.37
643,1946,104,4,337.49
644,1048,72,2,238.97
645,1573,117,1,109.26
646,251,65,4,172.35
647,1019,60,2,214.45
648,61,26,1,192.83
649,1701,18,4,100.18
650,1389,7,2,359.43
651,784,155,3,158.1
652,313,78,5,401.29
653,1277,25,1,365.92
654,1354,193,5,206.76
655,1572,127,4,278.5
656,414,76,4,338.32
657,1005,130,3,335.13
658,1111,88,5,136.28
659,1120,5,1,51.38
660,882,31,4,110.25
661,922,81,4,234.0
662,907,118,1,345.31
663,68,46,5,6.61
664,1351,200,3,400.93
665,1812,181,2,475.27
666,1007,111,2,417.7
667,640,184,4,449.12
668,999,196,1,473.3
669,1166,173,4,249.72
670,1352,142,5,178.82
671,1172,121,4,6.76
672,1152,41,5,498.08
673,115,101,3,284.79
674,1014,152,4,185.29
675,1264,174,3,329.75
676,1570,73,3,404.71
677,126,8,5,212.66
678,93,33,3,75.72
679,715,190,5,447.05
680,56,196,3,473.3
681,780,25,4,365.92
682,707,92,4,291.69
683,720,15,2,270.43
684,508,61,3,378.86
685,1214,22,1,85.51
686,1780,79,1,99.84
687,692,44,1,385.46
688,1103,84,1,484.65
689,944,169,4,77.94
690,1164,132,4,375.99
691,547,6,4,303.0
692,1205,6,3,303.0
693,774,147,4,365.63
694,661,147,1,365.63
695,1656,126,1,275.07
696,1415,173,2,249.72
697,689,128,5,25.71
698,1662,196,3,473.3
699,342,158,3,340.27
700,745,112,2,307.78
701,1018,163,1,223.87
702,1722,138,2,115.1
703,589,68,1,118.33
704,609,147,4,365.63
705,1648,58,5,68.55
706,1522,24,5,306.52
707,195,152,3,185.29
708,560,18,5,100.18
709,1641,136,4,137.07
710,875,54,3,439.97
711,1630,20,3,492.68
712,1034,77,4,35.0
713,1359,139,3,156.07
714,410,107,4,498.07
715,515,160,5,417.69
716,929,172,5,101.25
717,370,5,5,51.38
718,1767,48,5,256.3
719,1023,55,4,33.67
720,549,164,5,239.23
721,1657,158,4,340.27
722,1915,145,1,93.39
723,1070,52,3,459.65
724,948,38,2,431.25
725,309,192,3,354.68
726,1729,112,4,307.78
727,653,17,2,443.3
728,1733,106,3,9.61
729,1687,74,2,52.98
730,526,176,5,403.03
731,484,104,2,337.49
732,233,39,2,397.08
733,57,63,3,221.86
734,951,125,5,472.8
735,894,109,1,466.96
736,414,41,3,498.08
737,280,8,3,212.66
738,1618,72,5,238.97
739,361,165,1,331.13
740,1974,185,4,227.78
741,1603,6,1,303.0
742,1761,22,3,85.51
743,1233,77,1,35.0
744,1845,105,3,161.51
745,1376,169,1,77.94
746,813,186,2,420.73
747,484,29,5,203.58
748,1505,129,1,449.97
749,1069,171,5,230.43
750,1945,199,5,271.42
751,516,128,1,25.71
752,488,154,1,361.28
753,1584,81,3,234.0
754,1705,150,4,131.09
755,1651,192,2,354.68
756,1916,109,2,466.96
757,296,28,2,118.38
758,439,71,4,70.49
759,837,66,5,118.91
760,115,126,5,275.07
761,768,180,1,494.01
762,649,140,4,16.71
763,973,175,2,390.32
764,1973,72,2,238.97
765,744,122,3,320.37
766,1683,79,1,99.84
767,1322,156,1,204.19
768,1724,190,1,447.05
769,1415,172,2,101.25
770,519,142,4,178.82
771,634,164,3,239.23
772,1850,176,1,403.03
773,1096,61,4,378.86
774,796,3,4,339.97
775,1900,66,3,118.91
776,185,194,2,210.81
777,610,54,2,439.97
778,1876,113,3,8.87
779,1802,197,4,193.29
780,1617,9,3,142.7
781,1775,21,4,193.16
782,965,189,4,121.07
783,1898,86,4,110.8
784,1796,26,2,192.83
785,1431,67,5,40.14
786,136,91,4,99.0
787,1234,187,5,244.88
788,1511,84,4,484.65
789,1424,8,1,212.66
790,1314,165,2,331.13
791,1291,114,2,466.22
792,7,103,2,123.15
793,1287,79,3,99.84
794,1180,22,1,85.51
795,324,64,5,64.9
796,1462,197,2,193.29
797,1735,153,4,313.46
798,1624,82,4,404.97
799,980,189,2,121.07
800,534,45,5,150.28
801,1694,84,3,484.65
802,407,22,4,85.51
803,753,47,4,486.08
804,1795,97,5,38.64
805,460,6,1,303.0
806,1891,143,5,341.36
807,1284,59,1,86.74
808,1996,119,2,246.82
809,537,180,2,494.01
810,102,103,5,123.15
811,879,154,3,361.28
812,306,23,3,336.74
813,349,146,1,58.66
814,29,184,5,449.12
815,892,198,4,152.81
816,1695,173,4,249.72
817,243,58,2,68.55
818,391,69,3,40.07
819,1529,127,4,278.5
820,267,111,2,417.7
821,1229,56,3,47.4
822,1489,174,2,329.75
823,857,47,4,486.08
824,1623,38,1,431.25
825,595,68,2,118.33
826,1266,116,2,81.95
827,758,150,4,131.09
828,176,3,4,339.97
829,273,83,4,30.04
830,1407,55,4,33.67
831,1451,109,5,466.96
832,525,19,1,332.33
833,1141,16,1,278.26
834,682,61,4,378.86
835,1861,91,5,99.0
836,1924,172,5,101.25
837,1454,192,1,354.68
838,11,65,5,172.35
839,1270,98,3,64.34
840,809,172,3,101.25
841,271,144,1,469.92
842,1189,46,3,6.61
843,348,129,4,449.97
844,1906,87,4,86.5
845,271,23,3,336.74
846,1455,136,4,137.07
847,291,67,1,40.14
848,642,12,2,55.59
849,1023,72,3,238.97
850,1897,111,3,417.7
851,1849,68,5,118.33
852,1699,195,3,197.79
853,1059,81,4,234.0
854,1829,43,3,342.45
855,1510,126,2,275.07
856,1139,169,4,77.94
857,109,49,2,421.63
858,112,59,2,86.74
859,74,121,3,6.76
860,335,181,4,475.27
861,894,30,4,457.0
862,84,114,3,466.22
863,1453,144,4,469.92
864,938,127,1,278.5
865,1733,185,2,227.78
866,254,90,1,332.63
867,418,73,2,404.71
868,1710,44,5,385.46
869,1685,70,5,336.14
870,1825,170,5,492.05
871,435,150,1,131.09
872,1078,197,5,193.29
873,370,107,1,498.07
874,505,197,4,193.29
875,1387,25,3,365.92
876,54,73,1,404.71
877,808,96,5,426.41
878,1903,28,3,118.38
879,315,8,1,212.66
880,943,182,4,408.43
881,930,161,3,109.04
882,1217,169,1,77.94
883,675,12,5,55.59
884,1948,116,3,81.95
885,1941,188,5,222.74
886,265,55,1,33.67
887,1642,165,3,331.13
888,662,15,1,270.43
889,1121,155,4,158.1
890,190,103,3,123.15
891,365,62,4,357.91
892,183,6,2,303.0
893,334,100,4,45.58
894,584,166,2,333.61
895,247,77,4,35.0
896,1641,111,3,417.7
897,1851,176,5,403.03
898,269,92,1,291.69
899,1705,95,5,82.93
900,410,126,4,275.07
901,1814,100,4,45.58
902,550,145,5,93.39
903,867,24,4,306.52
904,1661,95,5,82.93
905,382,112,4,307.78
906,191,11,5,81.96
907,700,119,2,246.82
908,1327,176,2,403.03
909,1907,127,5,278.5
910,1290,166,5,333.61
911,172,75,4,214.67
912,896,21,4,193.16
913,616,39,2,397.08
914,1402,77,2,35.0
915,1072,110,3,187.92
916,1165,13,5,182.69
917,157,12,5,55.59
918,221,131,4,442.65
919,846,25,4,365.92
920,1354,185,5,227.78
921,1665,65,3,172.35
922,522,150,1,131.09
923,1575,129,1,449.97
924,234,190,4,447.05
925,368,47,4,486.08
926,93,22,4,85.51
927,1796,181,3,475.27
928,643,151,4,5.84
929,1552,172,4,101.25
930,1278,68,3,118.33
931,1980,48,2,256.3
932,380,21,5,193.16
933,532,173,1,249.72
934,889,137,1,194.36
935,12,102,1,106.11
936,28,44,4,385.46
937,943,178,4,459.15
938,1780,169,5,77.94
939,1487,125,3,472.8
940,1267,158,3,340.27
941,1415,173,4,249.72
942,1648,78,1,401.29
943,257,35,1,374.77
944,391,29,1,203.58
945,1426,49,1,421.63
946,429,124,2,282.65
947,1331,62,4,357.91
948,1725,161,5,109.04
949,391,23,3,336.74
950,1577,119,2,246.82
951,971,109,1,466.96
952,239,43,2,342.45
953,1514,180,4,494.01
954,1974,125,4,472.8
955,41,116,5,81.95
956,497,52,3,459.65
957,1167,101,1,284.79
958,684,3,1,339.97
959,1292,183,4,416.13
960,852,127,5,278.5
961,1221,188,5,222.74
962,596,10,4,350.58
963,819,125,5,472.8
964,1211,186,5,420.73
965,1916,174,4,329.75
966,475,183,1,416.13
967,1082,5,4,51.38
968,1181,81,5,234.0
969,131,69,4,40.07
970,1821,122,1,320.37
971,1014,160,3,417.69
972,919,179,4,71.0
973,43,42,3,485.68
974,1488,50,4,103.46
975,705,113,2,8.87
976,1040,57,5,489.1
977,1862,176,3,403.03
978,1888,155,4,158.1
979,269,76,4,338.32
980,1966,107,3,498.07
981,1631,121,2,6.76
982,1274,54,3,439.97
983,1415,192,1,354.68
984,1367,124,2,282.65
985,355,52,2,459.65
986,1241,126,1,275.07
987,1626,107,4,498.07
988,622,61,2,378.86
989,1141,13,1,182.69
990,735,67,3,40.14
991,1387,41,2,498.08
992,1696,129,1,449.97
993,1653,17,3,443.3
994,882,30,5,457.0
995,465,31,5,110.25
996,459,125,3,472.8
997,697,91,1,99.0
998,1578,143,3,341.36
999,1836,39,5,397.08
1000,1238,172,1,101.25
1001,1447,13,4,182.69
1002,1637,118,1,345.31
1003,1997,28,5,118.38
1004,1249,27,5,113.71
1005,86,130,1,335.13
1006,343,162,1,329.08
1007,1784,53,3,246.86
1008,322,187,3,244.88
1009,1451,114,5,466.22
1010,1021,188,1,222.74
1011,316,166,3,333.61
1012,686,36,1,202.7
1013,1738,52,4,459.65
1014,1986,107,1,498.07
1015,503,122,3,320.37
1016,588,130,2,335.13
1017,175,69,3,40.07
1018,1465,194,4,210.81
1019,739,162,2,329.08
1020,311,193,5,206.76
1021,864,59,2,86.74
1022,1643,110,4,187.92
1023,1881,105,4,161.51
1024,1950,133,3,488.22
1025,1933,8,4,212.66
1026,299,198,1,152.81
1027,1470,133,1,488.22
1028,174,87,3,86.5
1029,823,198,2,152.81
1030,889,16,4,278.26
1031,1555,10,2,350.58
1032,1849,148,1,305.07
1033,1294,183,5,416.13
1034,1993,76,4,338.32
1035,824,175,5,390.32
1036,1790,78,3,401.29
1037,1863,89,1,146.2
1038,1694,72,5,238.97
1039,1251,38,4,431.25
1040,914,165,2,331.13
1041,1818,140,5,16.71
1042,1615,159,4,286.71
1043,1429,89,4,146.2
1044,1589,51,3,271.99
1045,173,10,5,350.58
1046,686,100,2,45.58
1047,1066,139,3,156.07
1048,438,24,5,306.52
1049,1131,80,5,74.39
1050,698,194,2,210.81
1051,48,8,5,212.66
1052,1214,67,2,40.14
1053,1705,199,3,271.42
1054,1488,109,5,466.96
1055,227,188,1,222.74
1056,1724,96,3,426.41
1057,1285,130,3,335.13
1058,254,13,1,182.69
1059,920,77,5,35.0
1060,1510,2,4,115.49
1061,695,61,5,378.86
1062,1159,183,5,416.13
1063,1730,153,2,313.46
1064,718,77,3,35.0
1065,1366,184,5,449.12
1066,1378,36,4,202.7
1067,1065,189,2,121.07
1068,216,84,5,484.65
1069,1193,50,3,103.46
1070,931,26,2,192.83
1071,1458,109,4,466.96
1072,168,24,1,306.52
1073,871,34,4,373.77
1074,440,115,1,135.91
1075,757,174,5,329.75
1076,825,151,5,5.84
1077,1063,200,4,400.93
1078,1786,68,5,118.33
1079,1022,163,4,223.87
1080,902,177,4,234.95
1081,1499,107,2,498.07
1082,296,130,2,335.13
1083,993,183,4,416.13
1084,265,181,5,475.27
1085,1768,136,1,137.07
1086,1423,55,4,33.67
1087,970,9,2,142.7
1088,1934,144,3,469.92
1089,1888,31,5,110.25
1090,1746,105,1,161.51
1091,248,95,5,82.93
1092,594,11,5,81.96
1093,314,31,3,110.25
1094,625,96,3,426.41
1095,603,125,1,472.8
1096,1621,37,2,257.22
1097,1606,151,4,5.84
1098,100,79,3,99.84
1099,442,47,4,486.08
1100,5,32,5,442.92
1101,715,18,1,100.18
1102,856,124,5,282.65
1103,635,145,4,93.39
1104,1844,87,4,86.5
1105,974,185,5,227.78
1106,272,196,2,473.3
1107,1034,163,4,223.87
1108,1560,116,4,81.95
